30.09882886,125.8034001,1
31.39425765,133.2110314,1
33.21601813,137.6441254,1
34.77461277,143.5644881,1
35.02145825,153.9523989,1
33.96675482,161.3858708,1
32.14091424,159.9215716,1
30.31507367,158.4572724,1
28.48923309,156.9929732,1
26.40226672,155.5315451,1
24.31734039,152.5857197,1
22.75466566,149.6341519,1
21.19199093,146.6825841,1
19.89248206,142.2437476,1
18.59093313,139.2893087,1
17.29142425,134.8504722,1
15.99803551,125.9584435,1
15.74914998,117.0549301,1
15.76139025,108.1485455,1
16.81405365,102.1994711,1
18.64397431,100.6949754,1
20.47389498,99.19047979,1
22.30789573,94.71718927,1
23.87669059,93.21556479,1
25.44956555,88.74514545,1
27.0224405,84.27472611,1
28.33418965,79.80717794,1
29.64797884,73.85523234,1
30.44767662,61.97143937,1
30.20491122,48.61473366,1
28.90540234,44.17589724,1
27.34680771,38.25553457,1
23.96033245,32.35527012,1
22.13653192,29.40657348,1
20.0475255,29.42954288,1
17.17514167,29.4611258,1
14.56388364,29.48983755,1
12.99712883,29.5070646,1
10.90608236,31.01443143,1
9.594333207,35.4819796,1
10.36547034,44.37975066,1
11.66293918,50.30298451,1
9.590253117,38.45077446,1
9.863619192,29.5415187,1
15.60430676,32.44714771,1
20.04140536,33.88273517,1
26.5634303,38.26414809,1
29.68877975,44.16728372,1
35.42130714,53.01050246,1
36.4454099,67.84299207,1
37.9978844,78.21654703,1
40.33577635,87.09709105,1
42.93683415,94.49036645,1
44.75655459,100.407858,1
46.83740083,106.3224783,1
48.92028712,110.7527012,1
48.14506989,104.823725,1
48.67752172,97.39599547,1
48.68364186,92.94280317,1
47.91046468,85.52942954,1
46.61707594,76.63740083,1
44.80551568,64.78231961,1
43.25100113,55.89316207,1
41.43536079,47.00687571,1
40.13789195,41.08364186,1
38.58337741,32.19448432,1
37.52867397,39.62795618,1
36.47193049,48.54582546,1
37.00030223,44.08689082,1
37.79183982,38.14068757,1
39.10154892,35.15753683,1
41.17423498,47.00974688,1
42.73078957,54.41450699,1
44.54234983,66.26958821,1
45.84185871,70.70842463,1
45.85409898,61.80204005,1
45.8683793,51.41125803,1
45.87857952,43.98927087,1
45.8908198,35.08288629,1
46.68031734,30.62108047,1
47.97778617,36.54431432,1
49.53638081,42.46467699,1
51.0929354,49.8694371,1
52.13335852,52.82674726,1
52.91061579,57.27132603,1
54.20400453,66.16335474,1
55.50147337,72.08658859,1
56.5378164,78.01269362,1
57.57415943,83.93879864,1
58.86754817,92.83082735,1
60.68114847,103.2015111,1
61.97045712,115.0623347,1
63.26588591,122.469966,1
64.55927465,131.3619947,1
65.85266339,140.2540234,1
66.62176048,150.6361919,1
67.39493767,158.0495655,1
67.90290895,168.4346052,1
68.41088024,178.8196449,1
67.10729127,177.3496033,1
66.0689082,172.9078957,1
64.77143937,166.9846619,1
63.47601058,159.5770306,1
62.44170759,152.1665281,1
61.66649037,146.2375519,1
60.89127314,140.3085757,1
60.37718172,134.3767284,1
59.34083869,128.4506233,1
58.3065357,121.0401209,1
56.75610125,109.1821685,1
55.98700416,98.8,1
55.21586702,89.90222894,1
54.70585569,81.0015867,1
54.45493011,73.58247072,1
53.94695882,63.19743105,1
53.96735927,48.35345674,1
53.97959955,39.44707216,1
55.03022289,34.98239516,1
55.81768039,32.00498678,1
57.38443521,31.98775973,1
58.41873819,39.39826218,1
59.97529278,46.80302229,1
61.52980733,55.69217983,1
62.55799018,67.55587457,1
63.32504722,79.4224405,1
64.09618436,88.32021156,1
64.34914998,94.25493011,1
63.0496411,89.81609369,1
61.75421232,82.40846241,1
60.72194938,73.51356252,1
60.73418965,64.60717794,1
61.52164715,61.62976955,1
62.57227049,57.16509256,1
63.61881375,55.66921043,1
64.92444277,55.65485455,1
66.22803173,57.12489611,1
67.00732905,60.08507745,1
68.56388364,67.48983755,1
70.37952399,76.37612391,1
71.15474122,82.30510011,1
72.45425009,86.74393653,1
73.75171893,92.66717038,1
75.31235361,97.10313563,1
77.39319985,103.017756,1
79.99833774,107.4422365,1
79.21496033,107.45085,1
77.91341141,104.496411,1
76.35277673,100.0604458,1
74.5289762,97.11174915,1
72.45017,89.71273139,1
70.63452966,80.82644503,1
69.08205516,70.45289006,1
68.30887798,63.03951643,1
68.0579524,55.62040045,1
68.32927843,48.19554212,1
68.59856441,42.25508122,1
69.390102,36.30887798,1
70.95889686,34.80725349,1
71.99319985,42.21775595,1
73.28862864,49.62538723,1
74.58405742,57.03301851,1
75.3613147,61.47759728,1
76.65878353,67.40083113,1
